branch_code,สาขา,ที่อยู่,จังหวัด,ภูมิภาค,postcode,ผอ.สาขา,เคาน์เตอร์ขาย,แคชเชียร์โครงสร้าง,โทรศัพท์,เวลาบริการ,line,facebook,เส้นทาง (Google Maps),latitude,longitude,ทำเลเป็นแบบไหน,อยู่บนเส้นถนนแบบไหน,รอบๆมักเป็นอะไร,สถานที่ใกล้เคียง
GH-176,สาขาเดชอุดม,ที่อยู่ 92 หมู่ที่ 14 ตำบล/แขวง เมืองเดช อำเภอ/เขต เดชอุดม จังหวัด อุบลราชธานี 34160,อุบลราชธานี,Esan,34160,0981-036768,0981-034768,0981-012468,1160,08:00 น. - 19:00 น., https://lin.ee/3S5ArOHyl,https://www.facebook.com/GlobalHouseDUD/,"https://maps.google.com/?q=14.913541,105.057459",14.913541,105.057459,ย่านค้าวัสดุ/ตกแต่งบ้าน / ย่านชุมชน/ตลาด / ใกล้โรงพยาบาล / ใกล้ที่พัก/โรงแรม,ไม่พบข้อมูล,"คาเฟ่(3), อู่ซ่อมรถ(3), ที่พัก/โรงแรม(1), โรงพยาบาล(1), ร้านของตกแต่งบ้าน(1), ธนาคาร(1), ร้านอาหาร(1)","ร้านกาแฟสดออร์แกนิค เอ็มวิน คอฟฟี้ - สาขาเดชอุดม, บริษัท ไทยสมุทรประกันชีวิต จำกัด สาขา เดชอุดม, หอพักมีสุขเพลส เดชอุดม อุบลราชธานี, สำนักงานประกันสังคมจังหวัดอุบลราชธานี สาขาเดชอุดม, สำนักงานขนส่งจังหวัดอุบลราชธานี สาขาอำเภอเดชอุดม, เคโมดิฟาย เดชอุดม, โรงพยาบาลสมเด็จพระยุพราชเดชอุดม, La Mayon coffee สาขาเดชอุดม, โกลบอลเฮ้าส์ เดชอุดม, ATM ธนาคารกรุงศรีอยุธยา"
GH-177,สาขากันทรลักษ์ ,333 หมู่ 8 ตำบลหนองหญ้าลาด อำเภอกันทรลักษ์  จังหวัดศรีสะเกษ 33110,ศรีสะเกษ,Esan,33110,0989797464,0986010064,0988348764,1160,08:00 น. - 19:00 น.,https://lin.ee/og5f0nW,https://bit.ly/FB-GBH-KTL,"https://maps.google.com/?q=14.661251,104.621009",14.661251,104.621009,ย่านค้าวัสดุ/ตกแต่งบ้าน / ย่านชุมชน/ตลาด / ใกล้สถานศึกษา / ใกล้ที่พัก/โรงแรม,ไม่พบข้อมูล,"โรงเรียน(2), อู่ซ่อมรถ(2), ร้านของตกแต่งบ้าน(2), ตู้ ATM(1), ธนาคาร(1), ร้านอาหาร(1), ที่พัก/โรงแรม(1)","โรงเรียนบ้านกระบี่, บริษัท สินมั่นคงประกันภัย จำกัด (มหาชน) @ อู่ทวีการช่าง, โรงเรียนกันทรลักษ์ธรรมวิทย์, บมจ.สยามโกลบอลเฮ้าส์ (กันทรลักษ์), โกลบอลเฮ้าส์ สาขากันทรลักษ์, หจก. ธงไทย คอนกรีต, ATM ธนาคารกรุงศรีอยุธยา, แฟรช, ภัชราภรณ์เฟอร์นิเจอร์, อู่ช่างเต้ย"
GH-178,สาขานางรอง,เลขที่ 1/89 ถ. โชคชัย - เดชอุดม ตำบลถนนหัก อำเภอนางรอง จังหวัดบุรีรัมย์ 31110,บุรีรัมย์,Esan,31110,(093)1313561,(093)1316361,(093)1309461,1160,08:00 น. - 19:00 น.,https://lin.ee/kdOtVha,https://bit.ly/FB-GBH-NAR,"https://maps.google.com/?q=14.6307737,102.830385",14.6307737,102.830385,ย่านค้าวัสดุ/ตกแต่งบ้าน / ย่านชุมชน/ตลาด / ใกล้สถานศึกษา,ไม่พบข้อมูล,"ร้านของตกแต่งบ้าน(2), อู่ซ่อมรถ(2), โรงเรียน(1), ตู้ ATM(1), คาเฟ่(1), ธนาคาร(1), ร้านอาหาร(1)","โรงเรียนบ้านถนนหัก(เพียรประจงวิทยา)7:55, ATM ธนาคารกสิกรไทย ATM Kasikorn Bank, Dynasty Ceramic Public Co., Ltd, หจก.TNF. คลังทรัพย์, บริษัท เอสพีอาร์ 99 (SPR 99), ATM ธนาคารกรุงศรีอยุธยา, ร้านยาง, อ่างเก็บน้ำทุ่งแหลม, ลาบเดชอุดม, สหะพืชผล ลิสซิ่ง สาขานางรอง"
GH-179,สาขาไทรน้อย,88  หมู่ที่ 4  ตำบลไทรน้อย อำเภอไทรน้อย นนทบุรี 11150,นนทบุรี,BKK&Metro,11150,(061)2703667,(063)1970767,(061)2708967,1160,07:30 น. - 20:00 น.,https://lin.ee/pfhNdm1,https://bit.ly/FB-GBH-SAN,"https://maps.google.com/?q=13.975322,100.334857",13.975322,100.334857,ย่านพาณิชย์/ใกล้ห้าง,ไม่พบข้อมูล,"ตู้ ATM(2), ซูเปอร์มาร์เก็ต(1), คาเฟ่(1), ร้านเสริมสวย(1), ธนาคาร(1)","Pongamorn Detective Ltd., Part, ATM SCB Bank, ร้านหลีบริการ น้ำแข็ง - ของชำ, Kudsan Bakery & Coffee, Beauty 4 Sales Shop, บ้านคุณหมอ (รักษาสัตว์) ไทรน้อย, ATM Bangkok Bank, บ้านพฤกษา 10 ไทรน้อย (Baan Pruksa 10 Sai Noi), ATM ธนาคารกรุงศรีอยุธยา"
GH-182,สาขาหนองหาน, 8 หมู่ 19 อำเภอหนองหาน อุดรธานี 41130,อุดรธานี,Esan,41130,0630218974,0652390574,0610199274,1160,08:00 น. - 19:00 น.,https://lin.ee/nB6xphX,https://www.facebook.com/globalhousenha,"https://maps.google.com/?q=17.36231,103.11523",17.36231,103.11523,ย่านพาณิชย์/ใกล้ห้าง / ย่านชุมชน/ตลาด / ใกล้สถานศึกษา / ใกล้โรงพยาบาล,ไม่พบข้อมูล,"ตู้ ATM(3), ร้านอาหาร(2), ซูเปอร์มาร์เก็ต(1), โรงเรียน(1), สถานีตำรวจ(1), อู่ซ่อมรถ(1), โรงพยาบาล(1)","โลตัส โกเฟรช ซูเปอร์มาร์เก็ต หนองหาน, ต้นยาเภสัช Tonyaphaesud (Drugstore), Bangkok Bank Cash Deposit Machine (CDM), โรงเรียนอนุบาลหนองหานวิทยายน, บมจ.ศรีสวัสดิ์ พาวเวอร์ 1979 (สาขาหนองหาน), สถานีตำรวจภูธรหนองหาน, บ้านข้าวหอม, TDRaceShop, สำนักงานสาธารณสุขอำเภอหนองหาน, ATM K-Bank"
GH-183,สาขากระทุ่มแบน ,107/1 หมู่ที่ 2 ตำบลคลองมะเดื่อ อำเภอกระทุ่มแบน จังหวัดสมุทรสาคร 74110,สมุทรสาคร,BKK&Metro,74110,061-0198666,061-0202666,061-0203666,1160,07:30 น. - 20:00 น.,https://lin.ee/hSNBKJW,https://bit.ly/FB-GBH-KTB,"https://maps.google.com/?q=13.655551,100.274362",13.655551,100.274362,ย่านค้าวัสดุ/ตกแต่งบ้าน / ย่านชุมชน/ตลาด / ใกล้สถานศึกษา / ใกล้ปั๊มน้ำมัน,ไม่พบข้อมูล,"ตู้ ATM(3), ร้านอาหาร(2), ธนาคาร(2), ปั๊มน้ำมัน(1), โรงเรียน(1), ร้านเสื้อผ้า(1), เบเกอรี่(1)","ก๋วยเตี๋ยวรสเด็ดกระทุ่มแบน, ธนาคารไทยพาณิชย์ สาขาโลตัสกระทุ่มแบน, ปั๊มน้ำมันพีที กระทุ่มแบน3 (กาแฟพันธุ์ไทย, Max Mart), ATM กสิกรไทย เซเว่นฯ ปตท.คลองมะเดื่อ สมุทรสาคร, โรงเรียนเทศบาลศรีบุณยานุสสรณ์, Mc jeans, Kasikorn Bank Cash Deposit Machine (CDM), The Pizza Company Lotus กระทุ่มแบน, S&P โลตัส กระทุ่มแบน, Bangkok Bank Cash Deposit Machine (CDM)"
GH-184,สาขาพยัคฆภูมิพิสัย,เลขที่ 542 หมู่ที่ 16 ตำบลปะหลาน  อำเภอพยัคฆภูมิพิสัย  มหาสารคาม 44110,มหาสารคาม,Esan,44110,065-2364772,061-0209072,061-0197472,1160,08:00 น. - 19:00 น.,https://lin.ee/ZQXuAZD,http://bit.ly/fb_gbhPYP,"https://maps.google.com/?q=15.509636,103.192487",15.509636,103.192487,ย่านพาณิชย์/ใกล้ห้าง / ใกล้สถานศึกษา / ใกล้ปั๊มน้ำมัน,ไม่พบข้อมูล,"ตู้ ATM(4), โรงเรียน(2), ปั๊มน้ำมัน(2), ธนาคาร(1), ห้างสรรพสินค้า(1), ซูเปอร์มาร์เก็ต(1), ร้านอิเล็กทรอนิกส์(1)","โรงเรียนอนุบาลพยัคฆภูมิพิสัย, โรงเรียนพยัคฆภูมิวิทยาคาร, ATM Krung Thai Bank, ATM Bank for Agriculture and Agricultural Cooperatives, ปั๊มคาลเท็กซ์-เพียวไทย สาขาพยัคฆภูมิพิสัย, PTT Station ปตท.พยัคฆภูมิพิสัย (น้ำมัน+EV) หจก.โชคศิริ ออยล์, ธนาคารออมสิน สาขาพยัคฆภูมิพิสัย, Government Savings Bank Cash Deposit Machine (CDM), ก้องวิทยา, สมานบุ๊คเซนเตอร์พยัคฆ์"
GH-185,สาขากบินทร์บุรี,346 หมู่ที่ 16  ต.เมืองเก่า อ.กบินทร์บุรี จ.ปราจีนบุรี 25240,ปราจีนบุรี,Central,25240,0652379873,0652368673,0610206873,1160,08:00 น. - 19:00 น.,https://lin.ee/p976k9y,http://bit.ly/fb_gbhKBR,"https://maps.google.com/?q=13.986270,101.783141",13.986270,101.783141,ย่านค้าวัสดุ/ตกแต่งบ้าน / ย่านชุมชน/ตลาด / ใกล้ที่พัก/โรงแรม,ไม่พบข้อมูล,"ร้านอิเล็กทรอนิกส์(2), คาเฟ่(2), ที่พัก/โรงแรม(1), ร้านอาหาร(1), ธนาคาร(1), ร้านของตกแต่งบ้าน(1)","ช้างเซอร์วิส, เซเรนิตี้ โฮเทล แอนด์ สปา กบินทร์บุรี, เอ็นพีซีคอมพิวเตอร์, 7-Eleven สาขา PTTOR แยกสามทหาร (08399), Café Amazon สาขา หจก. ผาติวานิช, ATM ธนาคารกรุงศรีอยุธยา, โอ้มิลล์, โกลบอลเฮ้าส์ กบินทร์บุรี"
GH-186,สาขากุฉินารายณ์,เลขที่ 298 หมู่ที่ 15 ตำบลบัวขาว อำเภอกุฉินารายณ์ จังหวัดกาฬสินธุ์,กาฬสินธุ์,Esan,46110,0610212870,0610181570,0610188670,1160,08:00 น. - 19:00 น.,https://lin.ee/VNK5JWN,https://bit.ly/fb_gbhKCN,"https://maps.google.com/?q=16.543486,104.040855",16.543486,104.040855,ย่านพาณิชย์/ใกล้ห้าง / ย่านค้าวัสดุ/ตกแต่งบ้าน / ย่านชุมชน/ตลาด / ใกล้สถานศึกษา / ใกล้ปั๊มน้ำมัน,12 (ทางหลวง/ถนนหมายเลข),"ตู้ ATM(3), ร้านอาหาร(3), ปั๊มน้ำมัน(2), ร้านของตกแต่งบ้าน(2), โรงเรียน(1), มหาวิทยาลัย(1), ร้านอิเล็กทรอนิกส์(1)","PTT Station ปตท.บัวขาว-กุฉินารายณ์ หจก.ยิ่งวัฒนาบัวขาวบริการ, สาขากุฉินารายณ์, โรงเรียนกุฉินารายณ์, 7-Eleven สาขา PTTOR บัวขาวกุฉินารายณ์ (09438), ATM K- Bank, ห้างหุ้นส่วนจำกัด เกรียงศักดิ์ค้าไม้ 1998, วิทยาลัยอาชีวศึกษาไทยเทคเอเชีย, Government Savings Bank Cash Deposit Machine (CDM), ร้านสยาม ไอเอฟ Siamif, ธนาคารออมสิน สาขากุฉินารายณ์"
GH-187,สาขาสมุย,107/60 หมู่ที่ 4 ตำบลแม่น้ำ อำเภอเกาะสมุย จังหวัดสุราษฎร์ธานี 84330,สุราษฎร์ธานี,Southern,84330,0652383476,0651203276,0652370876,1160,08:00 น. - 19:00 น.,https://lin.ee/KKM0Sak,https://www.facebook.com/globalhousesmi/,"https://maps.google.com/?q=9.576757435257424,99.98028923022412",9.576757435257424,99.98028923022412,ย่านค้าวัสดุ/ตกแต่งบ้าน / ย่านชุมชน/ตลาด / ใกล้ที่พัก/โรงแรม,ไม่พบข้อมูล,"ที่พัก/โรงแรม(8), ร้านอาหาร(3), ร้านของตกแต่งบ้าน(2), สวนสาธารณะ(1), วัด/ศาสนสถาน(1), บาร์(1)","แฮร์รี่ บังกะโล แอนด์, Samui Buri Beach Resort, Pinnacle Samui Resort, Saree Samui, Phalarn Inn Resort, โคโคปาล์ม บีช รีสอร์ท เกาะสมุย, Serenity Resort, หาดหน้าพระลาน, วัดหน้าพระลาน, John's Garden"
GH-188,สาขาพาน,888 หมู่ที่ 1 ตำบลเมืองพาน อำเภอพาน จังหวัดเชียงราย 57120,เชียงราย,Northern,57120,061-0305775,065-2911775,065-2911678,1160,08:00 น. - 19:00 น.,https://lin.ee/8OuK9rd,https://bit.ly/398P0Im,"https://maps.google.com/?q=19.55603451844219,99.7494478532227",19.55603451844219,99.7494478532227,ย่านค้าวัสดุ/ตกแต่งบ้าน / ย่านชุมชน/ตลาด,ถนน พหลโยธิน (ถนน),"ตู้ ATM(4), ร้านของตกแต่งบ้าน(1), ร้านอาหาร(1), อู่ซ่อมรถ(1), ธนาคาร(1)","คลินิกบ้านรักสัตว์, ไดนาสตี้ ไทล์ท้อป สาขา พาน, Western Union, บริษัท นิ่มลีสซิ่ง สาขาพาน, ATM Bangkok Bank, ATM Krung Thai Bank, ATM K-Bank, ATM ธนาคารไทยพาณิชย์ LOTUS SUPERMARKET พาน (เชียงราย), โจ๊กหมู-เกาเหลาเลือดหมูโกกิม, Teerawat Motor Sale Company Limited"
GH-189,สาขาเวียงป่าเป้า,154 หมู่ที่ 5 ตำบล เวียง อำเภอเวียงป่าเป้า เชียงราย 57170,เชียงราย,Northern,57170,0652407971,0610188571,0610183971,1160,08:00 น. - 18:30 น.,https://lin.ee/U4eniqe,https://www.facebook.com/globalhousewpp,"https://maps.google.com/?q=19.337604,99.510702",19.337604,99.510702,ย่านค้าวัสดุ/ตกแต่งบ้าน / ย่านชุมชน/ตลาด / ใกล้ปั๊มน้ำมัน,ไม่พบข้อมูล,"ร้านอาหาร(3), ร้านของตกแต่งบ้าน(3), ตู้ ATM(2), ร้านเสื้อผ้า(2), คาเฟ่(1), ธนาคาร(1), วัด/ศาสนสถาน(1)","ร้าน ภัทรวดี PATTA SHOP, ATM Bank for Agriculture and Agricultural Cooperatives, ธนาคารเพื่อการเกษตรและสหกรณ์การเกษตร สาขาเวียงป่าเป้า, วัดหนองยาว, PTT Station ปตท.เวียงป่าเป้า (น้ำมัน+EV) (เชียงรายกิตติรัตน์ สาขาเวียงป่าเป้า), 7-Eleven สาขา PTTOR เวียงป่าเป้า (15166), ร้านครัวอารีย์ ผัดไทย หอยทอด, ถังน้ำ ถังบำบัด DOS ใกล้ฉัน โกลบอลเฮาส์ เวียงป่าเป้า, Five Star Super Chicken by Khun Tay, หาญเจริญเฟอร์นิเจอร์สาขาเวียงป่าเป้า"
GH-191,สาขาจะนะ,เลขที่ 111 หมู่ที่ 1 ตำบลตลิ่งชัน อำเภอจะนะ จังหวัด สงขลา 90130,สงขลา,Southern,90130,0811308387,0800307187,0822011787,1160,08:00 น. - 19:00 น.,,,"https://maps.google.com/?q=6.923879135138864,100.72153289946489",6.923879135138864,100.72153289946489,ย่านค้าวัสดุ/ตกแต่งบ้าน / ใกล้สถานศึกษา / ใกล้ที่พัก/โรงแรม,ไม่พบข้อมูล,"ร้านของตกแต่งบ้าน(1), ที่พัก/โรงแรม(1), สถานีตำรวจ(1), โรงเรียน(1), อู่ซ่อมรถ(1)","โตโยต้าสงขลา สาขา จะนะ, โกลบอลเฮ้าส์ จะนะ, สามแยกบ้านท่าคลอง, กองร้อยตำรวจตระเวนชายแดนที่ ฉก.433, ศพด.อบต.ป่าชิง, ร้านรถมือสอง, อู่ช่างเจ เซอร์วิส"
GH-192,สาขาพิจิตร,80/4 ถนนสระหลวง ตำบลในเมือง อำเภอเมืองพิจิตร จังหวัดพิจิตร 66000,พิจิตร,Northern,66000,0610194878,0610198978,0610200478,1160,08:00 น. - 19:00 น.,https://lin.ee/mUT3Pgw,https://www.facebook.com/GlobalhousePI,"https://maps.google.com/?q=16.43494457750333,100.35633328356046",16.43494457750333,100.35633328356046,ย่านชุมชน/ตลาด / ใกล้สถานศึกษา / ใกล้ปั๊มน้ำมัน / ใกล้ที่พัก/โรงแรม,ไม่พบข้อมูล,"ร้านอาหาร(2), มหาวิทยาลัย(1), วัด/ศาสนสถาน(1), โรงเรียน(1), คาเฟ่(1), ปั๊มน้ำมัน(1), ตู้ ATM(1)","นฤภัทรฟาร์ม, วิทยาลัยอาชีวศึกษาพิจิตรกรมอาชีวศึกษากระทรวงศึกษาธิการ, วัดนักบุญยอแซฟ พิจิตร, โรงเรียนยอเซฟพิจิตร, แอมเวย์ ช็อป พิจิตร, คาเฟ่ อเมซอน สาขา ปตท.เมืองพิจิตร, PTT Station ปตท.เมืองพิจิตร (น้ำมัน+EV) หสน.หลิมศิริวงษ์, ATM K- Bank, 7-Eleven สาขา PTTOR เมืองพิจิตร (03828), ATM กสิกรไทย ปตท.หสน.หลิมศิริวงศ์ พิจิตร"
GH-193,สาขาพรเจริญ,434 หมู่ที่ 8 ตำบลพรเจริญ อำเภอพรเจริญ จังหวัดบึงกาฬ  38180,บึงกาฬ,Esan,38180,098-1011977,061-0189577,061-0233377,1160,08:00 น. - 18:30 น.,,,"https://maps.google.com/?q=18.03541562202081,103.71156528333199",18.03541562202081,103.71156528333199,ย่านชุมชน/ตลาด / ใกล้สถานศึกษา,ถนน พังโคน-บึงกาฬ (ถนน),"ร้านอาหาร(5), ร้านเสริมสวย(2), โรงเรียน(1), สถานีตำรวจ(1), อู่ซ่อมรถ(1), คาเฟ่(1), ร้านเสื้อผ้า(1)","โรงเรียนชุมชนบ้านโคกอุดม, ที่ว่าการอำเภอพรเจริญ, สถานีตำรวจภูธรพรเจริญ, เวสเทิร์น ยูเนี่ยน, ล้านสกายหมูกระทะ สาขา พรเจริญ, คิดเฮาส์บึงกาฬ, คัสต้อมเซอร์วิส, ฟีคาเฟ่ คอทฟี่, ร้านชายสี่บะหมี่เกี๊ยว, สกลปลาสด จำหน่ายปลานิลกระชังแม่น้ำโขง"
GH-194,สาขาระนอง,3/30 หมู่ 1 ตำบลบางนอน อำเภอเมืองระนอง จังหวัดระนอง 85000,ระนอง,Southern,85000,065-2409479,065-2390479,065-1230579,1160,08:00 น. - 19:00 น.,,,"https://maps.google.com/?q=9.999169463847831,98.65378149384074",9.999169463847831,98.65378149384074,ย่านชุมชน/ตลาด / ใกล้โรงพยาบาล / ใกล้ปั๊มน้ำมัน / ใกล้ที่พัก/โรงแรม,ไม่พบข้อมูล,"อู่ซ่อมรถ(3), ที่พัก/โรงแรม(1), ตู้ ATM(1), ปั๊มน้ำมัน(1), โรงพยาบาล(1), คาเฟ่(1), ร้านอาหาร(1)","ภูธารา รีสอร์ท, ATM กสิกรไทย บจก.โกลด์เด้น ซีฟู้ด อินเตอร์เนชั่นเนล, ห้างหุ้นส่วนจำกัด มานิตย์ออยล์ แอนด์ เซอร์วิส, โรงพยาบาลส่งเสริมสุขภาพตำบลบางนอน, สำนักงาน สหกรณ์ออมทรัพย์ครูระนอง, Lamayon Coffee Ranong, ประสิทธิ์เฟอร์นิเจอร์ ระนอง, บริษัท ระนองออโตโมบิล จำกัด, อู่ภาสกรเซอร์วิส, ร้านเชฟอ้น"
GH-195,สาขาโพนทอง,388 ตำบล สระนกแก้ว อำเภอ โพนทอง ร้อยเอ็ด 45110,ร้อยเอ็ด,Esan,45110,065-2373980,063-0238780,061-0182680,1160,08:00 น. - 18:30 น.,,,"https://maps.google.com/?q=16.2954223,103.939872",16.2954223,103.939872,ย่านชุมชน/ตลาด / ใกล้ที่พัก/โรงแรม,ไม่พบข้อมูล,"ร้านอาหาร(4), ที่พัก/โรงแรม(1), สถานีตำรวจ(1), อู่ซ่อมรถ(1)","สวนน้ำโพนทองปาร์ค, ค่ายลูกเสือสวนน้ำโพนทอง, ร้านลาบลุงแดง, หน่วยบริการประชาชนตำรวจทางหลวง, เขียงเนื้อ พ่ออุ๊ด, ใบเตยไก่สด, อู่กบยางยนต์"
GH-197,สาขาเลิงนกทา,เลขที่ 309 หมู่ที่ 2 ตำบลสามแยก อำเภอเลิงนกทา จังหวัดยโสธร 35120,ยโสธร,Esan,35120,063-0211281,062-1954781,065-2917481,1160,08:00 น. - 18:30 น.,,,"https://maps.google.com/?q=16.197940749614762,104.55778013517924",16.197940749614762,104.55778013517924,ย่านพาณิชย์/ใกล้ห้าง / ย่านค้าวัสดุ/ตกแต่งบ้าน / ใกล้ปั๊มน้ำมัน / ใกล้ที่พัก/โรงแรม,ถนน ชยางกูร (ถนน),"ปั๊มน้ำมัน(2), ที่พัก/โรงแรม(2), อู่ซ่อมรถ(2), วัด/ศาสนสถาน(1), ห้างสรรพสินค้า(1), ร้านของตกแต่งบ้าน(1)","ปั๊มน้ำมันพีที (ห้างหุ้นส่วนจำกัดเจริญรัตน์ออยล์), วัดเขมไชยาราม, ATM กสิกรไทย ตลาดโลตัส สาขาเลิงนกทา, ปั๊มน้ำมันบางจาก - สหกรณ์การเกษตร เลิงนกทา จำกัด, คุ้มเจริญกิจ เลิงนกทา, โกลบอลเฮ้าส์ เลิงนกทา, โรงแรม ไผ่สีทองรีสอร์ท, พนมซาวด์, อู่ช่างเบิ้ม, ศูนย์สมุนไพรศรีบุญ"
GH-198,สาขาปัตตานี,เลขที่ 60 หมู่ที่ 4 ตำบลบานา อำเภอเมืองปัตตานี จังหวัดปัตตานี 94000,ปัตตานี,Southern,94000,0822875886,0822194586,0811343286,1160,08:00 น. - 19:00 น.,,,"https://maps.google.com/?q=6.869827255396387,101.28371802089659",6.869827255396387,101.28371802089659,ย่านค้าวัสดุ/ตกแต่งบ้าน / ใกล้สถานศึกษา,ไม่พบข้อมูล,"โรงเรียน(2), วัด/ศาสนสถาน(1), ร้านของตกแต่งบ้าน(1), อู่ซ่อมรถ(1)","โรงเรียนดารุลซอฟ่าฮ์ darulsofa, Slee-Pa Bana Bike parts & Accessories, ร้านจักรยานบานาไบค์ ปัตตานี, โรงเรียนบ้านบานา, บริษัท มียี กรุ๊ป จำกัด, Masjid Hajah Wan-Aisyah, โกลบอลเฮ้าส์ ปัตตานี, สำนักงานสงเคราะห์ทหารผ่านศึกเขตปัตตานี, เต็นท์รถมือสองอัสมะออร์โต้คาร์, สลามัต อะไหล่แต่ง"
GH-199,สาขาลาดยาว ,35 หมู่ที่ 8 ต.สระแก้ว อ.ลาดยาว จ.นครสวรรค์ 60150,นครสวรรค์,Northern,60150,0985848296,0933238496,0621971896,1160,08:00 น. - 19:00 น.,,,"https://maps.google.com/?q=15.758031266191663,99.82245052883503",15.758031266191663,99.82245052883503,ย่านพาณิชย์/ใกล้ห้าง / ย่านค้าวัสดุ/ตกแต่งบ้าน / ย่านชุมชน/ตลาด / ใกล้สถานศึกษา,ไม่พบข้อมูล,"ห้างสรรพสินค้า(2), ร้านอาหาร(2), โรงเรียน(1), ร้านฮาร์ดแวร์(1), คาเฟ่(1), ซูเปอร์มาร์เก็ต(1), ร้านเสื้อผ้า(1)","โรงเรียนชุมชนบ้านดอนโม่, โกลบอลเฮ้าส์ ลาดยาว, ร้านดอนโม่การเกษตร, HOP Chafe สาขาดอนโม่, โครงการทวีทรัพย์ลาดยาว (Taweesup Ladyao), เอบีโฟน-ตลาดดอนโม่, คลินิก​ทันตกรรม​กู​๊​ดส​ไมล์​, ร้านประพันธ์ดอนโม่, ร้านกระแดะจัง, ร้านก๋วยเตี๋ยวดอนโม่"
GH-200,สาขาชุมพร,เลขที่ 11/4 หมู่ที่ 2 ตำบลบางลึก อำเภอเมืองชุมพร จังหวัดชุมพร 86000,ชุมพร,Southern,86000,063-2164883,063-2189683,063-2180983,1160,08:00 น. - 19:00 น.,,,"https://maps.google.com/?q=10.507190381361562,99.16570977120018",10.507190381361562,99.16570977120018,ย่านค้าวัสดุ/ตกแต่งบ้าน / ย่านชุมชน/ตลาด / ใกล้ที่พัก/โรงแรม,ไม่พบข้อมูล,"อู่ซ่อมรถ(2), ร้านอาหาร(2), คาเฟ่(2), ที่พัก/โรงแรม(1), ร้านของตกแต่งบ้าน(1), ร้านฮาร์ดแวร์(1)","Palm Sweet Resort, โรงงานคอนกรีตผสมเสร็จซีแพคชุมพร, JS-ONE Air and Sound (เจเอสวัน แอร์แอนด์ซาวด์), โตโต้ โซฟา ชุมพร, สยามนิสสัน ชุมพร, ขายลอดช่องแตงไทย(แลน)​, โกลบอลเฮ้าส์ สาขาชุมพร, Syy cafe, ศูนย์ฝึกอบรม สงวนยางยนต์ x แอลแอลไอที Training center SYY x LLIT, ร้านอาหารตามสั่งแม่เล็กโภชนา"
GH-201,สาขาพิมาย,เลขที่ 789 หมู่ที่ 14 อำเภอพิมาย นครราชสีมา 30110,นครราชสีมา,Esan,30110,065-1219185,065-2407985,061-0273785,1160,08:00 น. - 19:00 น.,,,"https://maps.google.com/?q=15.202482910535378,102.48748563067902",15.202482910535378,102.48748563067902,ย่านพาณิชย์/ใกล้ห้าง / ย่านค้าวัสดุ/ตกแต่งบ้าน / ย่านชุมชน/ตลาด,ไม่พบข้อมูล,"ร้านของตกแต่งบ้าน(1), โรงภาพยนตร์(1), ร้านอาหาร(1), ซูเปอร์มาร์เก็ต(1)","โกลบอลเฮ้าส์ พิมาย, Designed by L-max, คุณนายตุ่นเฮลท์แคร์, ส้มโอโต๊จีน, ร้านส้มตำและขายของชำ แม่น้องอั้ม, บ้านหมอกิ๊กรักษาสัตว์, ร้านนวด บ้านเพื่อสุขภาพ, บริษัท มิตรราชสีมาเทรดดิ้ง จำกัด สาขาพิมาย (แห่งใหม่)"
GH-202,สาขานราธิวาส,เลขที่ 149 ซอย 3 ตำบลละหาร อำเภอยี่งอ จังหวัดนราธิวาส 96180,นราธิวาส,Southern,96180,061-0289591,061-0300291,098-1033291,1160,08:00 น. - 19:00 น.,,,"https://maps.google.com/?q=6.405451925809874,101.7757210423289",6.405451925809874,101.7757210423289,ย่านค้าวัสดุ/ตกแต่งบ้าน,ไม่พบข้อมูล,"ร้านของตกแต่งบ้าน(2), คาเฟ่(1), ร้านอิเล็กทรอนิกส์(1)","La Mayon coffee สาขานราธิวาส, โกลบอลเฮ้าส์ สาขานราธิวาส, อำพลฟูดส์นราธิวาส, บริษัท วัลภาเมทัลชีท จำกัด สาขา นราธิวาส, JFN Co.,ltd (Drop Cable Point)"
GH-203,สาขากระนวน,369 หมู่ที่ 7 ต.หนองโน อ.กระนวน จ.ขอนแก่น 40170,ขอนแก่น,Esan,40170,061-0268182,061-0301382,061-0201682,1160,08:00 น. - 18:30 น.,,,"https://maps.google.com/?q=16.705704985347545,103.0373930202561",16.705704985347545,103.0373930202561,ย่านค้าวัสดุ/ตกแต่งบ้าน / ย่านชุมชน/ตลาด / ใกล้ปั๊มน้ำมัน,ไม่พบข้อมูล,"อู่ซ่อมรถ(4), ร้านของตกแต่งบ้าน(3), คาเฟ่(2), ร้านอาหาร(2), ธนาคาร(1), ปั๊มน้ำมัน(1), ตู้ ATM(1)","ATM กสิกรไทย เซเว่นฯ เที่ยงธรรม กระนวน, PTT Station ปตท.กระนวน (น้ำมัน+EV) บริษัท มิตรกระนวนการปิโตรเลียม จำกัด, ATM Bangkok Bank, ชานมไข่มุก ชาโบบา, สาขา บจ.มิตรกระนวนการปิโตรเลียม, บริษัท โค้วยู่ฮะมอเตอร์ จำกัด สาขากระนวน โชว์รูมอีซูซุ ศูนย์บริการอีซูซุ, โกลบอลเฮ้าส์ กระนวน, อู่ซ่อมไดนาโม, อู่กระนวนช่างกล, ณคุณการยาง"
